date,workerid,amount
Fri Apr 08 09:27:25 PDT 2016,A3HBMPB74FWI1,0.3
Fri Apr 08 09:28:22 PDT 2016,AMPMTF5IAAMK8,0.3
Fri Apr 08 09:28:22 PDT 2016,A2ISPT28181D14,0.3
Fri Apr 08 09:29:20 PDT 2016,A28PG3NQXF9VAA,0.3
Fri Apr 08 09:29:52 PDT 2016,A1ZIFC5AFQCDZT,0.3
Fri Apr 08 09:30:03 PDT 2016,A2C39KTRMOM1XZ,0.3
Fri Apr 08 09:31:46 PDT 2016,A13VIJ7G997ZCY,0.3
Fri Apr 08 09:32:52 PDT 2016,A115PR5C0O03UJ,0.3
Fri Apr 08 09:41:27 PDT 2016,A3MS21UJPMHLK0,0.3
,total paid to workers:,=SUM(c2:c10)
,10% paid to Amazon:,=.1*c11
,total:,=SUM(c11:c12
