workerid,language,enjoyment,gender,age,comments,asses,education
0,English,2,Male,28,,Yes,4
1,Telugu,2,Female,32,,Yes,3
2,ENGLISH,2,Male,33,no comment,Yes,3
3,English ,1,Male,39,,Yes,1
4,English,2,Female,24,,Yes,2
5,English,1,Female,21,,Yes,2
6,english,2,Female,41,i liked it it was differnt and fun...,Yes,2
7,english,1,Female,25,,Yes,2
8,english,1,Female,25,,Yes,2
